,heat,speed,ra,rl,rv,y_fb,x_fb
8201,1320,1.4,25,18,18,-0.947368421,1.801456261
8202,1320,1.4,25,18,18,-0.894736842,2.360196115
8203,1320,1.4,25,18,18,-0.842105263,2.723973603
8204,1320,1.4,25,18,18,-0.789473684,2.993600495
8205,1320,1.4,25,18,18,-0.736842105,3.196535467
8206,1320,1.4,25,18,18,-0.684210526,3.359744874
8207,1320,1.4,25,18,18,-0.631578947,3.489671779
8208,1320,1.4,25,18,18,-0.578947368,3.592437416
8209,1320,1.4,25,18,18,-0.526315789,3.672639722
8210,1320,1.4,25,18,18,-0.473684211,3.73365874
8211,1320,1.4,25,18,18,-0.421052632,3.773953868
8212,1320,1.4,25,18,18,-0.368421053,3.798849163
8213,1320,1.4,25,18,18,-0.315789474,3.811109512
8214,1320,1.4,25,18,18,-0.263157895,3.811618815
8215,1320,1.4,25,18,18,-0.210526316,3.801517329
8216,1320,1.4,25,18,18,-0.157894737,3.777415808
8217,1320,1.4,25,18,18,-0.105263158,3.736717371
8218,1320,1.4,25,18,18,-0.052631579,3.703372485
8219,1320,1.4,25,18,18,0,3.6718806
8220,1320,1.4,25,21,12,-1,0
8221,1320,1.4,25,21,12,-0.947368421,1.670687703
8222,1320,1.4,25,21,12,-0.894736842,2.28450152
8223,1320,1.4,25,21,12,-0.842105263,2.701165911
8224,1320,1.4,25,21,12,-0.789473684,3.014031338
8225,1320,1.4,25,21,12,-0.736842105,3.26236445
8226,1320,1.4,25,21,12,-0.684210526,3.460390808
8227,1320,1.4,25,21,12,-0.631578947,3.618682522
8228,1320,1.4,25,21,12,-0.578947368,3.743097836
8229,1320,1.4,25,21,12,-0.526315789,3.840233624
8230,1320,1.4,25,21,12,-0.473684211,3.912097011
8231,1320,1.4,25,21,12,-0.421052632,3.961412291
8232,1320,1.4,25,21,12,-0.368421053,3.988354871
8233,1320,1.4,25,21,12,-0.315789474,3.997109338
8234,1320,1.4,25,21,12,-0.263157895,3.990581302
8235,1320,1.4,25,21,12,-0.210526316,3.967470012
8236,1320,1.4,25,21,12,-0.157894737,3.931194439
8237,1320,1.4,25,21,12,-0.105263158,3.876283663
8238,1320,1.4,25,21,12,-0.052631579,3.808043578
8239,1320,1.4,25,21,12,0,3.7681947
8240,1320,1.4,25,21,15,-1,0
8241,1320,1.4,25,21,15,-0.947368421,1.684226868
8242,1320,1.4,25,21,15,-0.894736842,2.26712263
8243,1320,1.4,25,21,15,-0.842105263,2.661429464
8244,1320,1.4,25,21,15,-0.789473684,2.958499909
8245,1320,1.4,25,21,15,-0.736842105,3.186747561
8246,1320,1.4,25,21,15,-0.684210526,3.373158164
8247,1320,1.4,25,21,15,-0.631578947,3.520068314
8248,1320,1.4,25,21,15,-0.578947368,3.636124661
8249,1320,1.4,25,21,15,-0.526315789,3.727345498
8250,1320,1.4,25,21,15,-0.473684211,3.796366398
8251,1320,1.4,25,21,15,-0.421052632,3.839873163
8252,1320,1.4,25,21,15,-0.368421053,3.867482046
8253,1320,1.4,25,21,15,-0.315789474,3.880440711
8254,1320,1.4,25,21,15,-0.263157895,3.878948347
8255,1320,1.4,25,21,15,-0.210526316,3.865565727
8256,1320,1.4,25,21,15,-0.157894737,3.837623763
8257,1320,1.4,25,21,15,-0.105263158,3.786623616
8258,1320,1.4,25,21,15,-0.052631579,3.745826776
8259,1320,1.4,25,21,15,0,3.711025
8260,1320,1.4,25,21,18,-1,0
8261,1320,1.4,25,21,18,-0.947368421,1.657227973
8262,1320,1.4,25,21,18,-0.894736842,2.218313089
8263,1320,1.4,25,21,18,-0.842105263,2.590455998
8264,1320,1.4,25,21,18,-0.789473684,2.870569109
8265,1320,1.4,25,21,18,-0.736842105,3.086173713
8266,1320,1.4,25,21,18,-0.684210526,3.25792871
8267,1320,1.4,25,21,18,-0.631578947,3.396880898
8268,1320,1.4,25,21,18,-0.578947368,3.507860091
8269,1320,1.4,25,21,18,-0.526315789,3.595096657
8270,1320,1.4,25,21,18,-0.473684211,3.66137665
8271,1320,1.4,25,21,18,-0.421052632,3.70743973
8272,1320,1.4,25,21,18,-0.368421053,3.736972271
8273,1320,1.4,25,21,18,-0.315789474,3.752741493
8274,1320,1.4,25,21,18,-0.263157895,3.75706039
8275,1320,1.4,25,21,18,-0.210526316,3.749321462
8276,1320,1.4,25,21,18,-0.157894737,3.727051713
8277,1320,1.4,25,21,18,-0.105263158,3.695075967
8278,1320,1.4,25,21,18,-0.052631579,3.664702845
8279,1320,1.4,25,21,18,0,3.6392825
8280,1320,1.4,28,15,12,-1,0
8281,1320,1.4,28,15,12,-0.947368421,1.884300534
8282,1320,1.4,28,15,12,-0.894736842,2.484634087
8283,1320,1.4,28,15,12,-0.842105263,2.870221661
8284,1320,1.4,28,15,12,-0.789473684,3.147240976
8285,1320,1.4,28,15,12,-0.736842105,3.357578563
8286,1320,1.4,28,15,12,-0.684210526,3.525038356
8287,1320,1.4,28,15,12,-0.631578947,3.655746236
8288,1320,1.4,28,15,12,-0.578947368,3.756987512
8289,1320,1.4,28,15,12,-0.526315789,3.834582289
8290,1320,1.4,28,15,12,-0.473684211,3.889644865
8291,1320,1.4,28,15,12,-0.421052632,3.926119386
8292,1320,1.4,28,15,12,-0.368421053,3.945939817
8293,1320,1.4,28,15,12,-0.315789474,3.949768076
8294,1320,1.4,28,15,12,-0.263157895,3.940057937
8295,1320,1.4,28,15,12,-0.210526316,3.91724829
8296,1320,1.4,28,15,12,-0.157894737,3.882561388
8297,1320,1.4,28,15,12,-0.105263158,3.829227238
8298,1320,1.4,28,15,12,-0.052631579,3.7773001
8299,1320,1.4,28,15,12,0,3.7416492
8300,1320,1.4,28,15,15,-1,0
8301,1320,1.4,28,15,15,-0.947368421,1.91782768
8302,1320,1.4,28,15,15,-0.894736842,2.4793085
8303,1320,1.4,28,15,15,-0.842105263,2.83855632
8304,1320,1.4,28,15,15,-0.789473684,3.096961922
8305,1320,1.4,28,15,15,-0.736842105,3.290243333
8306,1320,1.4,28,15,15,-0.684210526,3.443046692
8307,1320,1.4,28,15,15,-0.631578947,3.564373842
8308,1320,1.4,28,15,15,-0.578947368,3.659599945
8309,1320,1.4,28,15,15,-0.526315789,3.733484631
8310,1320,1.4,28,15,15,-0.473684211,3.788637224
8311,1320,1.4,28,15,15,-0.421052632,3.821454772
8312,1320,1.4,28,15,15,-0.368421053,3.840614924
8313,1320,1.4,28,15,15,-0.315789474,3.847699911
8314,1320,1.4,28,15,15,-0.263157895,3.842902
8315,1320,1.4,28,15,15,-0.210526316,3.828050061
8316,1320,1.4,28,15,15,-0.157894737,3.800242593
8317,1320,1.4,28,15,15,-0.105263158,3.756691783
8318,1320,1.4,28,15,15,-0.052631579,3.721271478
8319,1320,1.4,28,15,15,0,3.6885328
8320,1320,1.4,28,15,18,-1,0
8321,1320,1.4,28,15,18,-0.947368421,1.905616834
8322,1320,1.4,28,15,18,-0.894736842,2.440026566
8323,1320,1.4,28,15,18,-0.842105263,2.775712356
8324,1320,1.4,28,15,18,-0.789473684,3.01435737
8325,1320,1.4,28,15,18,-0.736842105,3.198505653
8326,1320,1.4,28,15,18,-0.684210526,3.344705242
8327,1320,1.4,28,15,18,-0.631578947,3.459285583
8328,1320,1.4,28,15,18,-0.578947368,3.549282806
8329,1320,1.4,28,15,18,-0.526315789,3.619284278
8330,1320,1.4,28,15,18,-0.473684211,3.670656899
8331,1320,1.4,28,15,18,-0.421052632,3.704074363
8332,1320,1.4,28,15,18,-0.368421053,3.72463338
8333,1320,1.4,28,15,18,-0.315789474,3.734812297
8334,1320,1.4,28,15,18,-0.263157895,3.735055425
8335,1320,1.4,28,15,18,-0.210526316,3.725202994
8336,1320,1.4,28,15,18,-0.157894737,3.703810601
8337,1320,1.4,28,15,18,-0.105263158,3.674920681
8338,1320,1.4,28,15,18,-0.052631579,3.645953745
8339,1320,1.4,28,15,18,0,3.6236641
8340,1320,1.4,28,18,12,-1,0
8341,1320,1.4,28,18,12,-0.947368421,1.740863105
8342,1320,1.4,28,18,12,-0.894736842,2.346205915
8343,1320,1.4,28,18,12,-0.842105263,2.740789906
8344,1320,1.4,28,18,12,-0.789473684,3.033649997
8345,1320,1.4,28,18,12,-0.736842105,3.258510109
8346,1320,1.4,28,18,12,-0.684210526,3.438655539
8347,1320,1.4,28,18,12,-0.631578947,3.580818253
8348,1320,1.4,28,18,12,-0.578947368,3.691627821
8349,1320,1.4,28,18,12,-0.526315789,3.777404323
8350,1320,1.4,28,18,12,-0.473684211,3.839683764
8351,1320,1.4,28,18,12,-0.421052632,3.881326969
8352,1320,1.4,28,18,12,-0.368421053,3.904253529
8353,1320,1.4,28,18,12,-0.315789474,3.910542157
8354,1320,1.4,28,18,12,-0.263157895,3.902488772
8355,1320,1.4,28,18,12,-0.210526316,3.882437997
8356,1320,1.4,28,18,12,-0.157894737,3.848428222
8357,1320,1.4,28,18,12,-0.105263158,3.794639934
8358,1320,1.4,28,18,12,-0.052631579,3.752606373
8359,1320,1.4,28,18,12,0,3.7177695
8360,1320,1.4,28,18,15,-1,0
8361,1320,1.4,28,18,15,-0.947368421,1.75425319
8362,1320,1.4,28,18,15,-0.894736842,2.326128717
8363,1320,1.4,28,18,15,-0.842105263,2.700311198
8364,1320,1.4,28,18,15,-0.789473684,2.971407005
8365,1320,1.4,28,18,15,-0.736842105,3.18256962
8366,1320,1.4,28,18,15,-0.684210526,3.348636081
8367,1320,1.4,28,18,15,-0.631578947,3.480660649
8368,1320,1.4,28,18,15,-0.578947368,3.584847026
8369,1320,1.4,28,18,15,-0.526315789,3.666319196
8370,1320,1.4,28,18,15,-0.473684211,3.727775267
8371,1320,1.4,28,18,15,-0.421052632,3.764473953
8372,1320,1.4,28,18,15,-0.368421053,3.787765997
8373,1320,1.4,28,18,15,-0.315789474,3.797846574
8374,1320,1.4,28,18,15,-0.263157895,3.796958516
8375,1320,1.4,28,18,15,-0.210526316,3.784191226
8376,1320,1.4,28,18,15,-0.157894737,3.757963592
8377,1320,1.4,28,18,15,-0.105263158,3.72124246
8378,1320,1.4,28,18,15,-0.052631579,3.68936055
8379,1320,1.4,28,18,15,0,3.6602377
8380,1320,1.4,28,18,18,-1,0
8381,1320,1.4,28,18,18,-0.947368421,1.729440839
8382,1320,1.4,28,18,18,-0.894736842,2.271501337
8383,1320,1.4,28,18,18,-0.842105263,2.622684198
8384,1320,1.4,28,18,18,-0.789473684,2.883306494
8385,1320,1.4,28,18,18,-0.736842105,3.078749775
8386,1320,1.4,28,18,18,-0.684210526,3.235888567
8387,1320,1.4,28,18,18,-0.631578947,3.361376932
8388,1320,1.4,28,18,18,-0.578947368,3.46009622
8389,1320,1.4,28,18,18,-0.526315789,3.536731629
8390,1320,1.4,28,18,18,-0.473684211,3.595106012
8391,1320,1.4,28,18,18,-0.421052632,3.635385377
8392,1320,1.4,28,18,18,-0.368421053,3.661093706
8393,1320,1.4,28,18,18,-0.315789474,3.675373449
8394,1320,1.4,28,18,18,-0.263157895,3.678802909
8395,1320,1.4,28,18,18,-0.210526316,3.671267277
8396,1320,1.4,28,18,18,-0.157894737,3.652603139
8397,1320,1.4,28,18,18,-0.105263158,3.629219809
8398,1320,1.4,28,18,18,-0.052631579,3.605590042
8399,1320,1.4,28,18,18,0,3.5848745
8400,1320,1.4,28,21,12,-1,0
8401,1320,1.4,28,21,12,-0.947368421,1.622259475
8402,1320,1.4,28,21,12,-0.894736842,2.21706749
8403,1320,1.4,28,21,12,-0.842105263,2.619867926
8404,1320,1.4,28,21,12,-0.789473684,2.922731245
8405,1320,1.4,28,21,12,-0.736842105,3.161600181
8406,1320,1.4,28,21,12,-0.684210526,3.351046377
8407,1320,1.4,28,21,12,-0.631578947,3.502501676
8408,1320,1.4,28,21,12,-0.578947368,3.621310988
8409,1320,1.4,28,21,12,-0.526315789,3.714063787
8410,1320,1.4,28,21,12,-0.473684211,3.782871472
8411,1320,1.4,28,21,12,-0.421052632,3.829232906
8412,1320,1.4,28,21,12,-0.368421053,3.855028029
8413,1320,1.4,28,21,12,-0.315789474,3.863995074
8414,1320,1.4,28,21,12,-0.263157895,3.858378262
8415,1320,1.4,28,21,12,-0.210526316,3.841150399
8416,1320,1.4,28,21,12,-0.157894737,3.808751578
8417,1320,1.4,28,21,12,-0.105263158,3.762495917
8418,1320,1.4,28,21,12,-0.052631579,3.725286769
8419,1320,1.4,28,21,12,0,3.6919693
8420,1320,1.4,28,21,15,-1,0
8421,1320,1.4,28,21,15,-0.947368421,1.620135436
8422,1320,1.4,28,21,15,-0.894736842,2.185843417
8423,1320,1.4,28,21,15,-0.842105263,2.566111779
8424,1320,1.4,28,21,15,-0.789473684,2.853539042
8425,1320,1.4,28,21,15,-0.736842105,3.072736114
8426,1320,1.4,28,21,15,-0.684210526,3.251230406
8427,1320,1.4,28,21,15,-0.631578947,3.393284732
8428,1320,1.4,28,21,15,-0.578947368,3.504596571
8429,1320,1.4,28,21,15,-0.526315789,3.591642157
8430,1320,1.4,28,21,15,-0.473684211,3.657084612
8431,1320,1.4,28,21,15,-0.421052632,3.699927884
8432,1320,1.4,28,21,15,-0.368421053,3.727421814
8433,1320,1.4,28,21,15,-0.315789474,3.741817091
8434,1320,1.4,28,21,15,-0.263157895,3.743982008
8435,1320,1.4,28,21,15,-0.210526316,3.733861058
8436,1320,1.4,28,21,15,-0.157894737,3.7113557
8437,1320,1.4,28,21,15,-0.105263158,3.681230924
8438,1320,1.4,28,21,15,-0.052631579,3.652295548
8439,1320,1.4,28,21,15,0,3.628994
8440,1320,1.4,28,21,18,-1,0
8441,1320,1.4,28,21,18,-0.947368421,1.582633349
8442,1320,1.4,28,21,18,-0.894736842,2.12441631
8443,1320,1.4,28,21,18,-0.842105263,2.483712209
8444,1320,1.4,28,21,18,-0.789473684,2.75280666
8445,1320,1.4,28,21,18,-0.736842105,2.961014195
8446,1320,1.4,28,21,18,-0.684210526,3.12557959
8447,1320,1.4,28,21,18,-0.631578947,3.258924975
8448,1320,1.4,28,21,18,-0.578947368,3.365338064
8449,1320,1.4,28,21,18,-0.526315789,3.448872402
8450,1320,1.4,28,21,18,-0.473684211,3.513244406
8451,1320,1.4,28,21,18,-0.421052632,3.559157111
8452,1320,1.4,28,21,18,-0.368421053,3.589789349
8453,1320,1.4,28,21,18,-0.315789474,3.608355887
8454,1320,1.4,28,21,18,-0.263157895,3.615161366
8455,1320,1.4,28,21,18,-0.210526316,3.606863363
8456,1320,1.4,28,21,18,-0.157894737,3.595576048
8457,1320,1.4,28,21,18,-0.105263158,3.577290856
8458,1320,1.4,28,21,18,-0.052631579,3.559350924
8459,1320,1.4,28,21,18,0,3.5414853
8460,1320,1.4,31,15,12,-1,0
8461,1320,1.4,31,15,12,-0.947368421,1.850785405
8462,1320,1.4,31,15,12,-0.894736842,2.428509459
8463,1320,1.4,31,15,12,-0.842105263,2.800693133
8464,1320,1.4,31,15,12,-0.789473684,3.064832815
8465,1320,1.4,31,15,12,-0.736842105,3.267614806
8466,1320,1.4,31,15,12,-0.684210526,3.428083028
8467,1320,1.4,31,15,12,-0.631578947,3.552472001
8468,1320,1.4,31,15,12,-0.578947368,3.648743814
8469,1320,1.4,31,15,12,-0.526315789,3.72267881
8470,1320,1.4,31,15,12,-0.473684211,3.774556282
8471,1320,1.4,31,15,12,-0.421052632,3.808348471
8472,1320,1.4,31,15,12,-0.368421053,3.827612865
8473,1320,1.4,31,15,12,-0.315789474,3.830828951
8474,1320,1.4,31,15,12,-0.263157895,3.82310527
8475,1320,1.4,31,15,12,-0.210526316,3.804304395
8476,1320,1.4,31,15,12,-0.157894737,3.771958997
8477,1320,1.4,31,15,12,-0.105263158,3.733300615
8478,1320,1.4,31,15,12,-0.052631579,3.700390037
8479,1320,1.4,31,15,12,0,3.669894
8480,1320,1.4,31,15,15,-1,0
8481,1320,1.4,31,15,15,-0.947368421,1.859674891
8482,1320,1.4,31,15,15,-0.894736842,2.404626375
8483,1320,1.4,31,15,15,-0.842105263,2.751463648
8484,1320,1.4,31,15,15,-0.789473684,3.000852703
8485,1320,1.4,31,15,15,-0.736842105,3.186441363
8486,1320,1.4,31,15,15,-0.684210526,3.334104706
8487,1320,1.4,31,15,15,-0.631578947,3.450911485
8488,1320,1.4,31,15,15,-0.578947368,3.542401075
8489,1320,1.4,31,15,15,-0.526315789,3.612622987
8490,1320,1.4,31,15,15,-0.473684211,3.664962547
8491,1320,1.4,31,15,15,-0.421052632,3.69695066
8492,1320,1.4,31,15,15,-0.368421053,3.715722852
8493,1320,1.4,31,15,15,-0.315789474,3.724440336
8494,1320,1.4,31,15,15,-0.263157895,3.722440128
8495,1320,1.4,31,15,15,-0.210526316,3.709745323
8496,1320,1.4,31,15,15,-0.157894737,3.688448497
8497,1320,1.4,31,15,15,-0.105263158,3.661324164
8498,1320,1.4,31,15,15,-0.052631579,3.633970956
8499,1320,1.4,31,15,15,0,3.6126708
8500,1320,1.4,31,15,18,-1,0
8501,1320,1.4,31,15,18,-0.947368421,1.829238254
8502,1320,1.4,31,15,18,-0.894736842,2.348697274
8503,1320,1.4,31,15,18,-0.842105263,2.674069866
8504,1320,1.4,31,15,18,-0.789473684,2.906254121
8505,1320,1.4,31,15,18,-0.736842105,3.084405336
8506,1320,1.4,31,15,18,-0.684210526,3.224991012
8507,1320,1.4,31,15,18,-0.631578947,3.335245211
8508,1320,1.4,31,15,18,-0.578947368,3.421201459
8509,1320,1.4,31,15,18,-0.526315789,3.48770721
8510,1320,1.4,31,15,18,-0.473684211,3.537934506
8511,1320,1.4,31,15,18,-0.421052632,3.571489944
8512,1320,1.4,31,15,18,-0.368421053,3.593474171
8513,1320,1.4,31,15,18,-0.315789474,3.606025981
8514,1320,1.4,31,15,18,-0.263157895,3.608756616
8515,1320,1.4,31,15,18,-0.210526316,3.597357732
8516,1320,1.4,31,15,18,-0.157894737,3.585320763
8517,1320,1.4,31,15,18,-0.105263158,3.567304863
8518,1320,1.4,31,15,18,-0.052631579,3.549398315
8519,1320,1.4,31,15,18,0,3.5331653
8520,1320,1.4,31,18,12,-1,0
8521,1320,1.4,31,18,12,-0.947368421,1.705323659
8522,1320,1.4,31,18,12,-0.894736842,2.285394187
8523,1320,1.4,31,18,12,-0.842105263,2.665028038
8524,1320,1.4,31,18,12,-0.789473684,2.947659637
8525,1320,1.4,31,18,12,-0.736842105,3.161904206
8526,1320,1.4,31,18,12,-0.684210526,3.334049699
8527,1320,1.4,31,18,12,-0.631578947,3.469653564
8528,1320,1.4,31,18,12,-0.578947368,3.575222514
8529,1320,1.4,31,18,12,-0.526315789,3.656463516
8530,1320,1.4,31,18,12,-0.473684211,3.715470473
8531,1320,1.4,31,18,12,-0.421052632,3.754935363
8532,1320,1.4,31,18,12,-0.368421053,3.77701316
8533,1320,1.4,31,18,12,-0.315789474,3.783418721
8534,1320,1.4,31,18,12,-0.263157895,3.778439895
8535,1320,1.4,31,18,12,-0.210526316,3.761512655
8536,1320,1.4,31,18,12,-0.157894737,3.731395856
8537,1320,1.4,31,18,12,-0.105263158,3.699307195
8538,1320,1.4,31,18,12,-0.052631579,3.668882265
8539,1320,1.4,31,18,12,0,3.6428375
8540,1320,1.4,31,18,15,-1,0
8541,1320,1.4,31,18,15,-0.947368421,1.696350925
8542,1320,1.4,31,18,15,-0.894736842,2.248794275
8543,1320,1.4,31,18,15,-0.842105263,2.60799375
8544,1320,1.4,31,18,15,-0.789473684,2.869327934
8545,1320,1.4,31,18,15,-0.736842105,3.072227425
8546,1320,1.4,31,18,15,-0.684210526,3.231217039
8547,1320,1.4,31,18,15,-0.631578947,3.357819237
8548,1320,1.4,31,18,15,-0.578947368,3.457315258
8549,1320,1.4,31,18,15,-0.526315789,3.534901906
8550,1320,1.4,31,18,15,-0.473684211,3.59351153
8551,1320,1.4,31,18,15,-0.421052632,3.629889826
8552,1320,1.4,31,18,15,-0.368421053,3.6536274
8553,1320,1.4,31,18,15,-0.315789474,3.665966891
8554,1320,1.4,31,18,15,-0.263157895,3.667419472
8555,1320,1.4,31,18,15,-0.210526316,3.657986114
8556,1320,1.4,31,18,15,-0.157894737,3.639271633
8557,1320,1.4,31,18,15,-0.105263158,3.617297171
8558,1320,1.4,31,18,15,-0.052631579,3.595196788
8559,1320,1.4,31,18,15,0,3.5749498
8560,1320,1.4,31,18,18,-1,0
8561,1320,1.4,31,18,18,-0.947368421,1.654834953
8562,1320,1.4,31,18,18,-0.894736842,2.178535746
8563,1320,1.4,31,18,18,-0.842105263,2.51609843
8564,1320,1.4,31,18,18,-0.789473684,2.767466407
8565,1320,1.4,31,18,18,-0.736842105,2.955463663
8566,1320,1.4,31,18,18,-0.684210526,3.106305411
8567,1320,1.4,31,18,18,-0.631578947,3.226783418
8568,1320,1.4,31,18,18,-0.578947368,3.321968426
8569,1320,1.4,31,18,18,-0.526315789,3.396025212
8570,1320,1.4,31,18,18,-0.473684211,3.451585179
8571,1320,1.4,31,18,18,-0.421052632,3.49210096
8572,1320,1.4,31,18,18,-0.368421053,3.520307068
8573,1320,1.4,31,18,18,-0.315789474,3.537293679
8574,1320,1.4,31,18,18,-0.263157895,3.5391266
8575,1320,1.4,31,18,18,-0.210526316,3.529981606
8576,1320,1.4,31,18,18,-0.157894737,3.524317482
8577,1320,1.4,31,18,18,-0.105263158,3.512533948
8578,1320,1.4,31,18,18,-0.052631579,3.497275368
8579,1320,1.4,31,18,18,0,3.4882872
8580,1320,1.4,31,21,12,-1,0
8581,1320,1.4,31,21,12,-0.947368421,1.587209691
8582,1320,1.4,31,21,12,-0.894736842,2.153694877
8583,1320,1.4,31,21,12,-0.842105263,2.539921417
8584,1320,1.4,31,21,12,-0.789473684,2.830655439
8585,1320,1.4,31,21,12,-0.736842105,3.058399174
8586,1320,1.4,31,21,12,-0.684210526,3.23874372
8587,1320,1.4,31,21,12,-0.631578947,3.383196086
8588,1320,1.4,31,21,12,-0.578947368,3.496152966
8589,1320,1.4,31,21,12,-0.526315789,3.584123429
8590,1320,1.4,31,21,12,-0.473684211,3.649702834
8591,1320,1.4,31,21,12,-0.421052632,3.694190832
8592,1320,1.4,31,21,12,-0.368421053,3.718933309
8593,1320,1.4,31,21,12,-0.315789474,3.729692337
8594,1320,1.4,31,21,12,-0.263157895,3.727581147
8595,1320,1.4,31,21,12,-0.210526316,3.712969337
8596,1320,1.4,31,21,12,-0.157894737,3.689899829
8597,1320,1.4,31,21,12,-0.105263158,3.661413916
8598,1320,1.4,31,21,12,-0.052631579,3.634005315
8599,1320,1.4,31,21,12,0,3.6121663
8600,1320,1.4,31,21,15,-1,0
8601,1320,1.4,31,21,15,-0.947368421,1.561435682
8602,1320,1.4,31,21,15,-0.894736842,2.106424664
8603,1320,1.4,31,21,15,-0.842105263,2.469867352
8604,1320,1.4,31,21,15,-0.789473684,2.745422948
8605,1320,1.4,31,21,15,-0.736842105,2.954952234
8606,1320,1.4,31,21,15,-0.684210526,3.12513507
8607,1320,1.4,31,21,15,-0.631578947,3.261383438
8608,1320,1.4,31,21,15,-0.578947368,3.367861057
8609,1320,1.4,31,21,15,-0.526315789,3.450554684
8610,1320,1.4,31,21,15,-0.473684211,3.51312732
8611,1320,1.4,31,21,15,-0.421052632,3.556151411
8612,1320,1.4,31,21,15,-0.368421053,3.585237729
8613,1320,1.4,31,21,15,-0.315789474,3.601852406
8614,1320,1.4,31,21,15,-0.263157895,3.606232303
8615,1320,1.4,31,21,15,-0.210526316,3.596357287
8616,1320,1.4,31,21,15,-0.157894737,3.584876647
8617,1320,1.4,31,21,15,-0.105263158,3.567503555
8618,1320,1.4,31,21,15,-0.052631579,3.549971737
8619,1320,1.4,31,21,15,0,3.5336096
8620,1320,1.4,31,21,18,-1,0
8621,1320,1.4,31,21,18,-0.947368421,1.50624786
8622,1320,1.4,31,21,18,-0.894736842,2.029140975
8623,1320,1.4,31,21,18,-0.842105263,2.373070416
8624,1320,1.4,31,21,18,-0.789473684,2.630488023
8625,1320,1.4,31,21,18,-0.736842105,2.831129191
8626,1320,1.4,31,21,18,-0.684210526,2.988549065
8627,1320,1.4,31,21,18,-0.631578947,3.116151757
8628,1320,1.4,31,21,18,-0.578947368,3.217749573
8629,1320,1.4,31,21,18,-0.526315789,3.297424373
8630,1320,1.4,31,21,18,-0.473684211,3.35892932
8631,1320,1.4,31,21,18,-0.421052632,3.405794095
8632,1320,1.4,31,21,18,-0.368421053,3.439385432
8633,1320,1.4,31,21,18,-0.315789474,3.457132517
8634,1320,1.4,31,21,18,-0.263157895,3.46173001
8635,1320,1.4,31,21,18,-0.210526316,3.457654218
8636,1320,1.4,31,21,18,-0.157894737,3.456863829
8637,1320,1.4,31,21,18,-0.105263158,3.448069978
8638,1320,1.4,31,21,18,-0.052631579,3.440161536
8639,1320,1.4,31,21,18,0,3.4308102
8640,1606,1.4,25,15,12,-1,0
8641,1606,1.4,25,15,12,-0.947368421,1.999362343
8642,1606,1.4,25,15,12,-0.894736842,2.70324623
8643,1606,1.4,25,15,12,-0.842105263,3.184100932
8644,1606,1.4,25,15,12,-0.789473684,3.539038686
8645,1606,1.4,25,15,12,-0.736842105,3.815963903
8646,1606,1.4,25,15,12,-0.684210526,4.035552705
8647,1606,1.4,25,15,12,-0.631578947,4.211161531
8648,1606,1.4,25,15,12,-0.578947368,4.351006119
8649,1606,1.4,25,15,12,-0.526315789,4.458547569
8650,1606,1.4,25,15,12,-0.473684211,4.533403191
8651,1606,1.4,25,15,12,-0.421052632,4.585779085
8652,1606,1.4,25,15,12,-0.368421053,4.618222076
8653,1606,1.4,25,15,12,-0.315789474,4.625602564
8654,1606,1.4,25,15,12,-0.263157895,4.602566028
8655,1606,1.4,25,15,12,-0.210526316,4.547966084
8656,1606,1.4,25,15,12,-0.157894737,4.48207781
8657,1606,1.4,25,15,12,-0.105263158,4.384146038
8658,1606,1.4,25,15,12,-0.052631579,4.233195006
8659,1606,1.4,25,15,12,0,3.976513
8660,1606,1.4,25,15,15,-1,0
8661,1606,1.4,25,15,15,-0.947368421,2.065097955
8662,1606,1.4,25,15,15,-0.894736842,2.755772033
8663,1606,1.4,25,15,15,-0.842105263,3.210868075
8664,1606,1.4,25,15,15,-0.789473684,3.542756844
8665,1606,1.4,25,15,15,-0.736842105,3.802500221
8666,1606,1.4,25,15,15,-0.684210526,4.002761248
8667,1606,1.4,25,15,15,-0.631578947,4.163541468
8668,1606,1.4,25,15,15,-0.578947368,4.292961006
8669,1606,1.4,25,15,15,-0.526315789,4.393580364
8670,1606,1.4,25,15,15,-0.473684211,4.465047253
8671,1606,1.4,25,15,15,-0.421052632,4.515640477
8672,1606,1.4,25,15,15,-0.368421053,4.547332444
8673,1606,1.4,25,15,15,-0.315789474,4.553837581
8674,1606,1.4,25,15,15,-0.263157895,4.536538106
8675,1606,1.4,25,15,15,-0.210526316,4.492158557
8676,1606,1.4,25,15,15,-0.157894737,4.431235706
8677,1606,1.4,25,15,15,-0.105263158,4.343617093
8678,1606,1.4,25,15,15,-0.052631579,4.207507362
8679,1606,1.4,25,15,15,0,3.9664203
8680,1606,1.4,25,15,18,-1,0
8681,1606,1.4,25,15,18,-0.947368421,2.114677965
8682,1606,1.4,25,15,18,-0.894736842,2.776599963
8683,1606,1.4,25,15,18,-0.842105263,3.203189142
8684,1606,1.4,25,15,18,-0.789473684,3.51540703
8685,1606,1.4,25,15,18,-0.736842105,3.756120205
8686,1606,1.4,25,15,18,-0.684210526,3.94915571
8687,1606,1.4,25,15,18,-0.631578947,4.098675234
8688,1606,1.4,25,15,18,-0.578947368,4.221060215
8689,1606,1.4,25,15,18,-0.526315789,4.316907185
8690,1606,1.4,25,15,18,-0.473684211,4.385021766
8691,1606,1.4,25,15,18,-0.421052632,4.431768468
8692,1606,1.4,25,15,18,-0.368421053,4.461271346
